ID;txt
4380-P8_3;por nomina
4385-P8_3;ahi me pagan mi nomina
4402-P8_3;por nomina me pagan en tarjeta de nomina
4406-P8_3;por mi trabajo por que tiene convenio con ellos y por eso tenia que sacar una cuenta con ellos
4411-P8_3;porque cambie de nomina
4423-P8_3;por conveniencia esta cerca de mi casa
4462-P8_3;porque hasta ahorita me resuelven todo hasta la fecha
4464-P8_3;porque no tienen anualidades y me dejo de preocupar por esos pagos
4504-P8_3;la ocupo para ahorrar
4508-P8_3;por la cuenta de nomina
4525-P8_3;sus planes era las adecuadas para menores de edad que quieran empezar ahorrar e invertir para su mejor futuro
4551-P8_3;porque siento que hay muchas sucursales que hay una sucursal cerca de mi casa
4570-P8_3;depositos de nomo
4589-P8_3;porque fue la nomina que me entregaron en mi empresa no avia otra era santander o santander
4611-P8_3;por temas familiares
4618-P8_3;porque ahi le depositan 3 clientes y piden ese banco
4642-P8_3;por menos tasa de interes baja
4645-P8_3;por la nomina
4648-P8_3;por cuenta de ahorro
4652-P8_3;para ahorrar dinero
4672-P8_3;recomendaciones de mi mama
4688-P8_3;tuve que cambiar mi nomina la empresa lo requeria
4699-P8_3;porque me depositan la beca ahi
4702-P8_3;porque me la dieron y no la puedo cancelar
4718-P8_3;por la cercania a mi negocio la ubicacion me queda una sucursal a unos metros
4722-P8_3;porque ahi me pagaban la nomina
4750-P8_3;por el pago de nomina
4755-P8_3;en su momento fue la tarjeta que mas se adecuo a las necesidades que tenia en ese momento me iba a caer otra beca de universidades y esa era la que no tenia un rango limite por eso
4793-P8_3;ninguno en especial
4809-P8_3;por el trabajo nos pagan la nomina
4815-P8_3;tengo buena tarjeta de debito menos alternativas de pagos domiciliario a nueve meses sin intereses y alternativas de pagos
4826-P8_3;porque ahi esta mi cuenta de nomina
4847-P8_3;porque lo tengo cercas de mi domicilio
4861-P8_3;por la cuenta de nomina
4863-P8_3;porque esa era la nomina que necesitaban en el trabajo lo escogio la empresa
4867-P8_3;porque ahi me depositan mi pension
4868-P8_3;por tarjeta de debito
4876-P8_3;el trabajo me lo pide
4892-P8_3;me pusieron ahi mi nomina
4902-P8_3;porque por ahi me pagan y me dieron tarjeta de ahi
4903-P8_3;porque ahi recibe mi nomina de la empresa en la que trabajo
4904-P8_3;por cliente de nomina ahi me depositan dinero cuando la empresa me paga ahi me hacian depositos de nomina
4940-P8_3;por nomina
4960-P8_3;nsnr
4962-P8_3;por la cercania de banco
4978-P8_3;porque ahi me pagan en el trabajo
4995-P8_3;quiero que ah me pagan mi nomina
5028-P8_3;ahorro
5046-P8_3;me gusta lo que ofrecen
5061-P8_3;tengo un amigo que se fue a estados unidos y le envia dinero su visa por que ahi el cambio de la divisa es el mejor a la larga hasta en centavos
5071-P8_3;la empresa esta asociada con ese banco
5086-P8_3;por su tarjeta free no cobra nada
5092-P8_3;por la atencion a clientes es buena
5094-P8_3;por via nomina ahi la pagan
5102-P8_3;porque se me hace para hacer transferencias se me hace muy comodo
5105-P8_3;por la seguridad de tus datos a la hora de hacer compras por internet
5144-P8_3;cuenta de nomina
5152-P8_3;porque me gusta como maneja mi estado de cuenta
5156-P8_3;por las facilidades que te dan con las tarjetas y los planes que tiene
5160-P8_3;pues me pagan ahi la nomina
5163-P8_3;por la cuenta de monina
5167-P8_3;por mi nomina
5199-P8_3;la cuenta de nomina
5212-P8_3;por el trabajo me dieron mi tarjeta
5216-P8_3;por la cercania a mi domicilio hay una sucursal cerca de mi hogar
5218-P8_3;fue la principal que le solicitaron como nomina
5219-P8_3;por nomina
5255-P8_3;porque me pagan la nomina
5274-P8_3;por no cobra comision
5288-P8_3;por un prestamo personal que tuve con ellos
5290-P8_3;lo tomo por que fue por cuenta de nomina
5291-P8_3;porque le ofrecieron una promocion que le cobran menos intereses en un credito
5292-P8_3;porque divido mis ingresos entres tarjetas
5293-P8_3;por cuenta de ahorro
5374-P8_3;le pagan su nomina
5380-P8_3;por las acciones de tarjeta que tiene como meses sin intereses
5445-P8_3;por nomina
5478-P8_3;por el trabajo
5486-P8_3;es un buen banco tiene buenas prestaciones y tienen buena atencion y no cobra mucho interese
5511-P8_3;por rendimientos y servicios de las tazas en servicio en general por la plataforma por las aplicaciones moviles
5535-P8_3;es mi nomina
5545-P8_3;porque no tengo que pagar comisiones ni nada de eso ni con la de debito ni con la de credito
5576-P8_3;he tenido facilidades de prestamo de nomina
5616-P8_3;porque tengo una cuenta de ahorro
5628-P8_3;por inversiones que realice ahi
5645-P8_3;porque ahi me pagaban mi nomina y se me quedo la cuenta
5659-P8_3;porque la empresa donde trabajo maneja ese banco
5663-P8_3;ahi me depositan mi nomina
5671-P8_3;porque ocupaba sacar la tarjeta porque ahi me depositan mi nomina
5675-P8_3;nsnr
5706-P8_3;por mas cuenta de ingresos de nomina
5709-P8_3;el pago de nomina
5726-P8_3;tiene muchos cajeros disponibles porque esta disponible poder retirar mi dinero en el momento que yo necesite
5731-P8_3;porque el trabajo se la dio
5753-P8_3;porque tengo ahi mi nomina
5764-P8_3;porque ahi le suelo pagar a mis trabajadores
5765-P8_3;tuve una emergencia en la que necesitaba una cuenta digital y la apertura muy facil la solicite muy facil a traves de aplicacion y no tuve que ir al banco
5788-P8_3;cuenta minina
5807-P8_3;porque tuve un trabajo que me pidio que la solicitara
5811-P8_3;porque me ha fallado menos que otros bancos en la aplicacion
5813-P8_3;por ahi me pagan
5815-P8_3;porque es la tarjeta de la escuela
5818-P8_3;porque la universidad nos abrio una cuenta
5819-P8_3;porque fue el primera que me facilitaron
5821-P8_3;por la escuela
5823-P8_3;porque me ofrecieron la tarjeta
5824-P8_3;por la escuela que me otorgo la tarjeta
5825-P8_3;cuando entre a la universidad me dieron la tarjeta con la credencial
5829-P8_3;por los servicios que ofrece banca movil
5843-P8_3;me gusta su servicio los edificios y el trato que me dan
5853-P8_3;son amables la atencion que dan se ajusta muy bien a la cuenta
5865-P8_3;por el pago de nomina
5872-P8_3;por la atencion que te dan el servicio y la amabilidad del personal
5881-P8_3;no cobran manejo de cuenta
5883-P8_3;ir que sigo estudiando y es la relacion de la escuela
5884-P8_3;oir la universidad me lo requirieron
5885-P8_3;la escuela me dio la tarjeta para uso persona
5889-P8_3;cuenta alterna
5920-P8_3;cuenta de ahorro de estudiante
5921-P8_3;es la que me dieron en el trabajo
5928-P8_3;ahi recibo mi nomina
5937-P8_3;porque me lo asignaron de la nomina
5953-P8_3;en ese momento fue por nomina me gusta los servicios que me brinda pues manejo la tarjeta de debito la tarjeta santander y la app y la disponibilidad de cajeros y los tiempos de servicios son muy rapidos por el tipo de tarjeta
5990-P8_3;porque ese es el banco del lugar donde trabajo es decir que ahi los pagan
5998-P8_3;porque la empresa lo eligio
6003-P8_3;porque me dieron la tarjeta en tarjeta en la escuela de debito
6008-P8_3;me ofrecieron tarjeta en la universidad la de debito
6025-P8_3;porque tiene muchos cajeros y me resuelve los problemas que tengo y ahi tambien manejan mi nomina
6047-P8_3;porque me dan mi nomina ahi
6048-P8_3;por el trabajo por que ahi me depositan en la tarjeta de nomina
6052-P8_3;porque buena tasa de rendimiento en sus inversiones
6055-P8_3;para hacer mis depositos de la escuela me depositan por parte de la escuela
6059-P8_3;porque se me hace mas comodo de manejar no me ha dado ningun problema
6063-P8_3;porque me la dieron en la escuela y es 2x1 me sirve para la escuela y tarjeta
6071-P8_3;porque de ahi siguio el segundo bien interes y manejo nominas ahi para mis empleados
6073-P8_3;me gusta mucho el banco ten mucha confianza y se me hace el banco muy sencillo claro
6076-P8_3;porque en la escuela me dieron la tarjeta
6077-P8_3;vinculos de la credencial de la escuela
6078-P8_3;por el convenio de la universidad
6079-P8_3;tarjeta universitaria
6080-P8_3;por la universidad
6081-P8_3;universidad por la credencial estudiantil
6082-P8_3;cuando llegue a mexico muchos bancos me negaron la cuenta por ser cubana y santander fue el que me permitio abrir la cuenta en su banco
6086-P8_3;para guardar el dinero
6113-P8_3;por medio de la universidad
6146-P8_3;porque la empresa contrato ese banco para el pago de nomina de todos los trabajadores
6154-P8_3;por el trabajo es asi a traves como me realizan los pagos
31-P8_4;porque estaba cerca de donde pasaba mi ruta normal
33-P8_4;por trabajo pagaban por ese medio
88-P8_4;por la nomina del trabajo
101-P8_4;por cuenta de ahorros
107-P8_4;es un banco con antiguedad y es el unico que no se ha aliado con nadie
118-P8_4;por la afore
121-P8_4;por mi nomina ahi me la depositan
198-P8_4;por son rapidas las operaciones sin problemas
218-P8_4;por el trabajo
274-P8_4;porque es pago de nomina
291-P8_4;solo por el pago de nomina
323-P8_4;por cercania
332-P8_4;por el servicio de nomina
375-P8_4;prestaciones tasa mas bajas de interes
387-P8_4;para que le paguen su nomina
389-P8_4;porque me la pedian en su trabajo donde estaba antes y se quedo con la tarjeta
410-P8_4;ahi me paga el salario la empresa
414-P8_4;por los beneficios por credito nomina
445-P8_4;a servicio a clientes
450-P8_4;por nomina del trabajo
458-P8_4;porque lo amo porque con banorte no me clonan las tarjetas ni cargos no reconocidos
470-P8_4;facilidad de manejo aplicaciones
494-P8_4;nada mas por la tarjeta de nomina
501-P8_4;atencion a clientes en sucursal y telefonica son buenos
502-P8_4;nomina
517-P8_4;pago de nomina
554-P8_4;le gusta como trabaja
563-P8_4;la que maneja el trabajo no les dieron opcion
564-P8_4;me movieron en la empresa
566-P8_4;porque los cheques son cobrados ahi
643-P8_4;tiene muy buena atencion al cliente en el banco con el ejecutivo
693-P8_4;porque normalmente es el quiera mas cerca de mi casa
719-P8_4;queria bus ar otra opcion
725-P8_4;por parte de la empresa es asignado por la empresa
762-P8_4;tengo mi afore ahi
796-P8_4;porque su tasa de interes es adecuadamente
798-P8_4;porque maneja baja tasa de interes
858-P8_4;porque ahi tengo mi nomina o tenia mi nomina y todavia la sigo utilizando
859-P8_4;porque me depositan via nomina
869-P8_4;por cuestaciones del trabajo nomina
883-P8_4;por olas sucursales
899-P8_4;por nomina
951-P8_4;nomina
955-P8_4;es el banco que mas me satisface
1007-P8_4;la nomina
1042-P8_4;porque es la que le dieron en su trabajo
1060-P8_4;por el horario
1077-P8_4;por el trabajo me pagan por via banorte nomina
1092-P8_4;fidelidad fue mi primer banco y le agarre carino
1094-P8_4;porque es el de la credencial de la universidad y es el que mas facil se encuentra cajeros automaticos
1099-P8_4;por la facilidad de la cuenta estudiantil
1100-P8_4;la amplia cantidad de servicios
1104-P8_4;accesibilidad de cajeros
1112-P8_4;por la nomina de mi trabajo ahi es donde tengo la nomina de mi trabajo actual
1129-P8_4;soy cliente de cuenta de ahorros
1154-P8_4;por recibir ahi mi sueldo
1157-P8_4;por trabajo me hicieron abrir la nomina
1177-P8_4;porque tiene facilidad a la hora de brindar prestamos y pagarlos
1190-P8_4;su eficacia al momento de los pagos
1236-P8_4;porque ahi esta mi nomina
1261-P8_4;por contestar una tarjeta de debito
1272-P8_4;por mis hijos que me envian dinero
1302-P8_4;por nomina
1320-P8_4;me depositan la nomina del trabajo
1347-P8_4;porque ahi me depositan la nomina
1355-P8_4;nomina
1358-P8_4;porque tener opciones de dinero en cajeros para ir a formarse en la de atencion en ventanilla
1362-P8_4;es impago de nomina
1365-P8_4;mi pago de nomina
1382-P8_4;recibir el dinero
1389-P8_4;las tarjetas creditos mejores limites de credito mayores
1396-P8_4;porque es el banco donde me pagan en mi trabajo
1399-P8_4;manejo de tarjeta
1432-P8_4;no te quitan tanta comision
1434-P8_4;la empresa maneja la nomina a traves de ellos del banco banorte
1439-P8_4;porque ahi me ponen mi jubilacion
1461-P8_4;porque esta asociado a mas empresas
1487-P8_4;empleado y me dieron de ese banco mi nomina
1489-P8_4;porque el tipo de cuenta que puede contratar que no me cobraba anualidad ni comisiones
1496-P8_4;porque hay mas sucursales
1512-P8_4;trabajo
1513-P8_4;era el unico banco que manejaba una baja tasa de intereses en cuanto al manejo de cuenta y creditos
1516-P8_4;es uno de los mejores bancos actualmente
1520-P8_4;es el queme atendia mas rapido en ese tiempo
1523-P8_4;porque se me facilita pagar con esa la universidad a que no necesito ir a. la sucursal a hacer la transferencia
1526-P8_4;por recomendacion porque mis papas me dijeron que me iban a abrir una cuenta de menores
1527-P8_4;porque igual cuenta de nomina y ahi me depositaban el sueldo
1530-P8_4;porque es el que siempre ha tenido desde que comenzo a trabajar no te has cambiado
1551-P8_4;ahi me dieron mi nomina por parte de la empresa
1554-P8_4;porque me depositan mi pension
1575-P8_4;cubro de nomina
1577-P8_4;tarjeta de nomina
1580-P8_4;porque me depositan dinero
1596-P8_4;en mi trabajo anterior daban la nomina en ese banco
1601-P8_4;por el trabajo me pagan en ese banco
1608-P8_4;pues porque ahi me depositan mi nomina
1620-P8_4;porque hay me depositan la nomina
1651-P8_4;nomina
1652-P8_4;la que me asignaron en el trabajo
1658-P8_4;me pagan mi nomina tienen un convenio la fabrica
1691-P8_4;por la comodidad de poder hacer retiros en mi universidad que hay suficientes cajeros automaticos y una sucursal dentro de ella
1701-P8_4;hubo una epoca en lo que los intereses de inversion pagaban muy alto
1706-P8_4;es mas accesible para el ahorro
1736-P8_4;por trabajo
1741-P8_4;por ahi es donde me depositan mi empresa
1811-P8_4;ahi esta mi nomina
1816-P8_4;es mas accesible los servicios
1818-P8_4;por la tarjeta de debito
1829-P8_4;es el banco de la empresa
1849-P8_4;tiene mas oportunidades para prestamos que me que brinda varios beneficios una tasa de interes no baja y sus apoyos cuando uno prestamos
1858-P8_4;porque tiene mas facilidad para dar informacion y tiene mas promociones y tiene menor tasa de interes para algunas promociones
1861-P8_4;tarjeta de debito por que ahi es donde me depositan mi pago
1872-P8_4;prestamos personales para poder completar alguna compra
1882-P8_4;por sus productos
1889-P8_4;el rendimiento de mi dinero
1902-P8_4;porque ahi me pagan
1906-P8_4;por la nomina ahi me depositan mi sueldo
1911-P8_4;para recibir ahi mi nomina
1915-P8_4;por la seguridad tengo el token en fisico y no en el celular
1946-P8_4;por la nomina
1956-P8_4;por la nomina por a hi me pagan
1962-P8_4;por motivo de la empresa en la que trabaja
1964-P8_4;por su aplicacion digital es muy concreta y buena funcionalidad
1980-P8_4;caja de ahorro
1985-P8_4;nomina
1991-P8_4;es la de nomina
2050-P8_4;me parece que es un banco pues nunca me han hecho cargos que yo no haya hecho
2051-P8_4;por la nomina de la empresa
2056-P8_4;ahi empece con el ahorro nada mas hice la cuenta para ahorrar
2059-P8_4;porque hay me pagaban mi nomina
2060-P8_4;porque me da la facilidad de digamos ahorrar dinero y disponer del dinero
2062-P8_4;porque me pagan ahi mi trabajo
2063-P8_4;por ahi me dieron la nomina no lo elegi
2079-P8_4;pues ahi me depositan mi nomina
2091-P8_4;porque ahi saco la pension
2105-P8_4;porque llevo negocio con el gobierno por el me pagan ahi
2140-P8_4;ahi me pagan la nomina
2141-P8_4;si tasa de impuesto no crece
2155-P8_4;nomina
2174-P8_4;por la tarjeta de credito que ofrece beneficios
2175-P8_4;porque fue su primera opcion
2212-P8_4;por el seguro de vida
2223-P8_4;recibi una nomina me pagaban mi nomina ahi
2233-P8_4;por mi trabajo ahi esta la nomina
2234-P8_4;la nomina
2248-P8_4;porque es un banco que tiene muchas sucursales en todo monterrey
2262-P8_4;por sus buenos servicios y calidad de sus servicios
2266-P8_4;porque ahi me depositan mi quincena
2267-P8_4;porque me lo inculcaron desde que estaba chico mis papas me decian que era el mejor banco y lo he confirmado que es buen banco
2268-P8_4;pues como fue mi primera tarjeta pues me gusto y como ya no la cambie pues aqui sigo
2273-P8_4;porque ahi me pagan
2293-P8_4;porque ahi empezo su nomina
2335-P8_4;por la nomina
2341-P8_4;por nomina es donde recibo mi sueldo
2368-P8_4;realizar pagos de la escuela colegiaturas
2376-P8_4;porque solo tenemos ese convenio con el imss
2401-P8_4;porque no tiene comisiones en varios de sus productos tener tu cuenta a de debito
2403-P8_4;porque yo trabajo en otro rancho y me dieron tarjeta de agua para mi nomina
2418-P8_4;ahi tengo las cuentas de ahorro
2429-P8_4;me he sentido a gusto porque me llega mi dinero a tiempo y nunca he tenido problemas de algun retiro
2445-P8_4;me la proporciono la empresa
2500-P8_4;por mi quincena para que me depositen mi quincena el gobierno
2506-P8_4;porque ahi recibo mi nomina
2526-P8_4;porque dan un buen trato cuando cobra uno el cajero
2536-P8_4;por la nomina
2567-P8_4;ahi me depositan mi nomina mi patron
2574-P8_4;por la banca electronica tiene muchas promociones y siempre tiene atencion al cliente de primera ya que desde la misma aplicacion se puede pedir con un asesor y te enlazan con un asesor para dar solucion a los problemas
2602-P8_4;es un banco mexicano
2618-P8_4;nomina
2646-P8_4;el que mas me ha gustado por sugerencia de bancos mas sucursales
2697-P8_4;porque ahi esta mi nomina
2701-P8_4;nomina y ahorro
2703-P8_4;mi nueva nomina por ahi me pagan la nomina
2708-P8_4;me renovaron la tarjeta de debito se habia vencido
2710-P8_4;por mi trabajo ya que adonde me paga mi trabajo
2719-P8_4;por mi nomina
2756-P8_4;por medio de nomina
2821-P8_4;por los servicios que tiene electronicos
2840-P8_4;por la facilidad en apertura una cuenta
2847-P8_4;porque es mi tarjeta de nomina y tarjeta de credito con banorte
2858-P8_4;porque es muy seguro la seguridad de las cuentas no te cobran cuentas fantasmas
2877-P8_4;porque la tengo frente a mi casa y solicite una tarjeta y me le dieron una tarjeta de credito
2886-P8_4;por cuenta del trabajo por nomina
2891-P8_4;porque entre a trabajar a otra empresa
2915-P8_4;la empresa donde entre a trabajar tiene cuenta de banorte medio de ese banco nos pagan
2919-P8_4;por el empleo es el que me paga
2955-P8_4;que tiene muchas sucursales
2956-P8_4;ahi tengo cuenta de nomina
2957-P8_4;cuenta de nomina
2967-P8_4;es donde me depositan mi nomina porque es la empresa nos proporcionaba la tarjeta del banco
2985-P8_4;tambien nomina me paga ahi me depositan
2991-P8_4;por mi seguro de vida
3015-P8_4;porque me pagan ahi mi nomina. mis jefes del trabajo
3022-P8_4;porque cobra menos interes te cobra menos si cobras en otros cajeros
3026-P8_4;porque tiene una buena taza de intereses en inversiones
3035-P8_4;por su nomina
3053-P8_4;me gusta lo que maneja el banco es muy accesible se ajusta mucho mis necesidades
3077-P8_4;por el trabajo
3091-P8_4;servicio al cliente es rapido atienden bien son muy accesibles en todos los tramites que voy a realizar
3106-P8_4;porque es la nomina de dependencia
3135-P8_4;solamente es porque la empresa les dio la nomina ahi
3140-P8_4;por antiguedad aparte tienen buenos productos y buenas tasas de interes
3155-P8_4;me da confianza y porque esta cercas de la casa
3178-P8_4;por cuenta de ahorro
3183-P8_4;sus servicios son rapidos y servicios a clientes y cajas siendo la principal caja
3205-P8_4;se me hace mas confiable siento que es una sucursal mas confiable
3206-P8_4;me gustan los productos que ofrecen
3228-P8_4;solamente porque la empresa ahi me depositas mi nomina
3262-P8_4;por pago de nomina
3278-P8_4;ahi tengo mi afore
3308-P8_4;ya me estabilice ahi no he checado otras opciones
3311-P8_4;porque queria hacer los depositos y necesitaba una tarjeta
3316-P8_4;por la empresa
3321-P8_4;fue obligatorio
3359-P8_4;por su nomina se la cambiaron a banorte
3363-P8_4;que le queda cerca de su casa mas comodo
3385-P8_4;por la noche mi nomina de mi mama
3390-P8_4;deme hace buen banco me aclaran mis dudas
3402-P8_4;por la tarjeta que te dan un plazo para pagar algun producto los que trabajan ahi pero no recuerdo
3428-P8_4;es el que maneja la empresa en el cual trabajo tengo mi nomina y tarjeta de credito
3431-P8_4;que tiene muchas sucursales
3441-P8_4;ahi me depositan el pago catorcenal
3470-P8_4;tiene un buen servicio por ejemplo la atencion en la caja es buena la atencion la linea es buena la atencion con los ejecutivos es buena
3511-P8_4;por cuenta de ahorro
3518-P8_4;por el asunto de la nomina
3574-P8_4;siempre porque alli me pagan mi nomina
3580-P8_4;por la tarjeta de credito
3581-P8_4;porque hay bancos en todos lados
3612-P8_4;porque tiene la nomina de su trabajo
3620-P8_4;abri una cuenta en linea se me hizo muy sencillo abrira
3621-P8_4;porque ahi me pagan
3642-P8_4;porque me meti a trabajar en una empresa y me pagaban con banorte tarjeta de nomina
3646-P8_4;porque hay muchos cajeros en mis alrededores y en mis trayectos
3659-P8_4;recibir mis pagos de otras empresas
3661-P8_4;buen servicio
3668-P8_4;tengo mi cuenta de nomina con ellos
3706-P8_4;porque ahi hago la mayoria de mis movimientos bancarios de todos los pagos en general
3741-P8_4;porque le pagan por ahi
3802-P8_4;es el mejor que da intereses y regalos intereses de la cuenta de ahorro y da un buen servicio cuando uno mete dinero da cosas como vajillas
3829-P8_4;es que tengo empresas y ahi me depositan los clientes los pagos e igual transfiero a mis proveedores de ahi
3838-P8_4;saque un credito y necesitaba enlazarlo a una cuenta de ellos mismos
3876-P8_4;la cuenta de ahorro que manejo
3897-P8_4;porque me he manejado ahi me gusta la taza que maneja en tarjeta de credito
3900-P8_4;porque queria enero mi dinero seguro
3919-P8_4;por el ahorro
3934-P8_4;necesitaba un credito de auto y ahi fue rapido el tramite no requeria ir a la sucursal el ejecutivo fue a mi lugar de trabajo y ahi hizo todo el proceso
3936-P8_4;por su nomina ahi se la depositan
3947-P8_4;por el interes que maneja tarjetas de credito
3974-P8_4;por la empresa mi nomina
4009-P8_4;ahi me llega me pagan mis pagos normales priceshoes jafra avon
4047-P8_4;porque saque una tarjeta para la nominas y cobro de seguro d auto
4054-P8_4;porque la empresa ahi me deposita en tarjeta de debito la empresa tiene ahi en contrato
4057-P8_4;por los servicios y beneficios tarjetas de creditos seguros que te dan por tener la nomina ahi
4080-P8_4;por la cercania o el conocimiento que tuve gracias a la beca estatal por estudiante
4083-P8_4;para que me puedan caer los depositos de mi tutor porque tienen accesibilidad en los cajeros es facil localizar un cajero
4095-P8_4;por mi cuenta de ahorro
4097-P8_4;atencion y promociones que ofrecen en tarjeta de credito
4143-P8_4;me dieron la tarjeta en el trabajo para mi nomina
4147-P8_4;porque ahi han estado sus nominas
4187-P8_4;porque es muy bueno si banco y por la nomina
4215-P8_4;porque me da mas seguridad porque ahi no me han salido compras como no reconocidas
4237-P8_4;porque es donde m pagan
4261-P8_4;me gusta la atencion exclusiva del personal los ejecutivos
4307-P8_4;porque es la cuenta del trabajo
4379-P8_4;por la facilidad de sus aplicaciones banca en linea es muy practica cumple con mis necesidades y me da deja hacer retiros sin tarjeta
4387-P8_4;porque ahi me ofrecieron una tarjeta de credito y ahi tengo que no cuenta de ahorro
4412-P8_4;por mi nomina
4430-P8_4;porque esta cerca de mi casa
4456-P8_4;transparente
4458-P8_4;cobra menos intereses
4489-P8_4;por la nomina
4505-P8_4;aplicacion mas versatil porque puedes pagar servicios sin esperar autorizacion
4557-P8_4;me ofrecieron un credito personal
4560-P8_4;porque es muy reconocido por mi me gusta estar con el banco por que tengo las preferencias
4572-P8_4;los creditos automotrices con ellos fue mas facil sacar credito automotriz
4593-P8_4;me llegue el anuncio banco fuerte de mexico
4622-P8_4;porque era el banco que estaba cerca d mi casa
4738-P8_4;por todas prestaciones y que me ofrecen me ayudan con inversiones a incrementar
4748-P8_4;por ahorrar por el tiempo que tienes ahi
4751-P8_4;me dieron tarjeta de credito
4771-P8_4;por una cuenta de ahorro
4789-P8_4;porque tiene muchos cajeros
4815-P8_4;la aplicacion movil me da solicitar un turno a traves de mi aplicacion en la sucursal es una funcion que no todos conocen
4816-P8_4;banco confiable su aplicacion realizo transferencia y consulta de saldo
4819-P8_4;porque estuve trabajando en tijuana y en esa cuenta nomina me depositaban
4838-P8_4;es un banco con buena reputacion es de prestigio y tiene muchos anos nunca he tenido problema con el
4846-P8_4;cantidad de banco y cajeros
4855-P8_4;pago de nomina de una institucion
4863-P8_4;porque su trabajo eventual le abrio la tarjeta banorte
4869-P8_4;porque estaba empezando a sacar tarjetas y en banorte se me hizo muy bien y en mi universidad estan afiliados al banco y me es mas sencillo porque hay cajeros cercas
4870-P8_4;por la nomina ahi me la depositan
4874-P8_4;por la atencion que me da que ya tengo muchos conocidos me atienden bien saben hasta mi nombre
4899-P8_4;por tarjeta de credito es la primera que me ofrecieron y ahi tengo mi nomina es una portabilidad
4939-P8_4;por ahi recibo pagos de cliente en la debito
4984-P8_4;porque tenia una cuenta y me ayudaron para poder retirar mi dinero
4993-P8_4;porque ahi me depositan m nomina
5004-P8_4;porque queria tener mi dinero seguro de que se me pierda
5009-P8_4;fue cambio de nomina porque ya no me aparecia y lo cambie a banorte
5030-P8_4;es lo de la aten ion al cliente me ha funcionado mucho en lo que he necesitado por ejemplo lo de la aplicacion para hacer las transferencias
5041-P8_4;se me hizo comodo
5044-P8_4;porque ahi recibo mi nomina
5084-P8_4;por la antiguedad de mi cent
5140-P8_4;me trata muy bien como cliente me otorga muchos beneficios a cuanta tarjeta de credito y prestamo
5159-P8_4;por la tarjeta de nomina
5175-P8_4;me queda cerca de mi casa no estaban las bancas moviles iba al banco hacer transferencia
5189-P8_4;me queda cerca el banco y cajeros y me gusta el trato que me dan que siempre estan pendientes de mi me hablan por telefono para decirme estado de cuenta
5226-P8_4;por un compromiso de pago de credito
5253-P8_4;porque ocupo una sucursal mas cercas de mi trabajo y de mi casa para que me depositen mis clientes
5271-P8_4;cuenta de no iba hay me depositan en mi trabajo
5275-P8_4;porque me maneja una tasa de interes bajo el 18 en prestandome nomina
5284-P8_4;por las tasas de interes que da en inversion
5293-P8_4;porque tengo tarjeta de debito
5295-P8_4;porque ahi me hacen depositos
5297-P8_4;en ese entonces tuve que abrir porque es la que nos pidieron en el trabajo una cuenta de nomina
5306-P8_4;mi jefe cambio de banco donde me depositan la nomina
5307-P8_4;me depositan en el banco
5387-P8_4;es facil hacer la informacion telefonica es facil y rapido
5394-P8_4;porque le queda cerca y nunca ha tenido problemas por eso sigue ahi
5416-P8_4;la disponibilidad banorte hay en todos lados en cualquier parte de la republica te encuentras un banorte
5477-P8_4;desde que empece a trabajar en didi saque otra cuenta para manejar mi cuenta de la aplicacion para que me depositaran ahi
5478-P8_4;ahorro
5570-P8_4;por parte de la empresa
5592-P8_4;mi nomina es la que utiliza la empresa
5612-P8_4;por las cerca de una oficina y mi casa
5681-P8_4;mas a fuerzas me dieron una tarjeta de debito por necesidad laboral
5682-P8_4;las bajas comisiones cuando se realizaban la transferencia la comision
5698-P8_4;porque cuando saque mi tarjeta era mujer banorte y tenia muchos beneficios fue lo que me dijo el cajero
5712-P8_4;para recibir mi nomina
5759-P8_4;inversiones el de cetes
5771-P8_4;por el deposito de nomina
5788-P8_4;banco fuerte de mexico es muy seguro en rendimientos es muy bueno
5796-P8_4;por la cercania de donde yo vivo
5804-P8_4;por pagos en el trabajo no eligio el banco
5815-P8_4;porque es la tarjeta de mi trabajo
5833-P8_4;porque me lo sugirio un companero que el manejo de cuentas de ahorro es muy rapido no te piden muchos requisitos
5845-P8_4;por los creditos automotrices
5847-P8_4;la empresa donde doy servicios me deposita mis comisiones
5853-P8_4;esta cerca la sucursal de donde vivo
5856-P8_4;la atencion te entiende bien
5873-P8_4;la facilidad que tiene al usar la banca movilidad es mas practica usar la banca movil
5883-P8_4;es por mi nomina que tenia
5908-P8_4;son las nominas que me dan en los trabajos
5926-P8_4;porque ahi me pagan mi nomina
5940-P8_4;por la facilidad de abrir la cuenta de nomina los requisitos
5957-P8_4;tiene. bueno creditos
5967-P8_4;porque tengo ahi mi cuenta de cheques
5976-P8_4;por parte de la empresa de nomina
5980-P8_4;me gusta su atencion del banco a los clientes me gusta la banca movil
5985-P8_4;me pagan ahi mi nomina
5992-P8_4;me permite depositar mucho dinero a la cuenta puedo depositar con o 20 mil al mes es de debito
5999-P8_4;por el manejo de cuenta que yo tengo su costo de manejo de cuenta es bajo
6009-P8_4;porque tengo cuenta de nomina
6013-P8_4;por facilidad anticipo de facturacion
6014-P8_4;pirque trabo con banorte con prestamos dos para mi carro
6049-P8_4;por el servicio de pensiones
6059-P8_4;porque el lugar donde trabajaba manejaba la nomina de banorte
6070-P8_4;por la nomina
6072-P8_4;servicio atencion y resolucion de problemas
